Observer: CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Block,Plot,Veg Cover,Litter,Bare,trample,hoof_punch,gopher,Woody,Water,Darlingtonia,% Grazed,# Cowpies,Rock,dc_grazed,Height 1 (cm),Height 2,Height 3,Height 4,Moss,hoof_punch_width,hoof_punch_depth,water_type,1m_height,1m_forb_infl,1m_gram_infl,1m_dc_10,1m_dc_sm,Notes
8/7/24,1,B full,90,0,10,0,,0,0,0,0,0,0,0,,23,10,16,30,,,,,,,,,,
8/7/24,1,C control,98,0,2,0,,0,0,0,0,0,0,0,,19,18,25,18,,,,,,,,,,
8/7/24,1,D late,95,0,3,0,,2,0,0,0,0,0,0,,24,30,37,22,,,,,,,,,,gopher hole for animal.
8/7/24,2,A late,100,15,0,0,,0,0,0,25,0,0,1,,27,14,7,14,,,,,,,,,,
8/7/24,2,B control,95,15,0,0,,0,0,5,40,0,0,0,,29,10,22,18,,,,,,,,,,
8/7/24,2,C full,90,15,5,0,,0,0,0,50,0,0,0,,22,14,18,13,,,,,,,,,,
8/7/24,2,D early,90,20,5,0,,0,0,5,35,0,0,2,,19,13,15,12,,,,,,,,,,
8/7/24,3,A control,70,5,15,0,,0,0,15,10,0,0,5,,5,18,13,9,,,,,,,,,,
8/7/24,3,B early,80,30,5,0,,0,0,15,10,0,0,2,,10,2,3,6,,,,,,,,,,
8/7/24,3,C late,80,10,10,0,,0,0,10,20,0,0,3,,15,11,4,7,,,,,,,,,,
8/7/24,3,D full,75,20,15,0,,0,0,5,15,0,0,5,,12,11,12,15,,,,,,,,,,
8/7/24,4,A late,98,10,2,0,,0,0,0,0,5,0,0,,20,10,35,25,,,,,,,,,,
8/7/24,4,B full,95,10,2,0,,0,0,1,0,0,5,0,,17,11,23,29,,,,,,,,,,Old cowpies 
8/7/24,4,C control,95,30,5,0,,0,0,0,0,0,1,0,,11,15,34,8,,,,,,,,,,Old cowpies 
8/7/24,4,D early,95,15,2,0,,0,0,0,0,0,0,1,,20,7,16,9,,,,,,,,,,
8/7/24,5,A control,80,10,5,0,,0,5,5,40,40,0,0,,3,13,8,19,,,,,,,,,,
8/7/24,5,B late,90,30,5,0,,0,5,0,10,25,0,0,,10,15,20,12,,,,,,,,,,
8/7/24,5,C early,90,40,2,0,,0,5,10,45,0,0,0,,18,12,15,28,,,,,,,,,,
8/7/24,5,D full,85,20,2,2,,0,2,10,25,0,0,5,,12,25,10,12,,,,,,,,,,
8/7/24,6,A control,95,10,5,0,,0,0,0,0,0,0,0,,20,17,44,30,,,,,,,,,,
8/7/24,6,B early,90,10,0,0,,0,10,0,2,0,0,0,,25,32,17,27,,,,,,,,,,
8/7/24,6,C late,90,15,5,0,,0,5,5,10,0,0,0,,28,23,24,48,,,,,,,,,,
8/7/24,6,D full,95,10,5,0,,0,0,0,2,0,0,0,,24,41,32,26,,,,,,,,,,
8/7/24,7,A late,100,10,0,0,,0,0,0,0,5,0,0,,19,66,42,29,,,,,,,,,,
8/7/24,7,B full,95,10,5,0,,0,0,0,0,2,0,0,,33,25,27,30,,,,,,,,,,
8/7/24,7,C control,85,5,5,0,,0,20,0,0,5,1,0,,34,42,14,30,,,,,,,,,,
8/7/24,7,D early,90,5,5,0,,0,15,0,0,5,0,0,,24,17,39,30,,,,,,,,,,
8/7/24,9,A control,90,5,5,0,,0,0,0,0,15,1,0,,13,8,9,22,,,,,,,,,,
8/7/24,9,B late,90,5,10,0,,0,0,0,0,40,0,2,,12,15,35,17,,,,,,,,,,
8/7/24,9,C early,95,5,0,0,,0,0,0,0,0,0,0,,19,35,18,38,,,,,,,,,,
8/7/24,9,D full,95,5,2,0,,0,0,0,0,0,0,2,,29,6,27,10,,,,,,,,,,
8/7/24,8,A early,85,5,5,0,,0,5,10,10,0,0,0,,10,14,9,10,,,,,,,,,,
8/7/24,8,B full,80,5,10,0,,0,0,3,10,0,0,10,,9,3,9,13,,,,,,,,,,
8/7/24,8,C control,80,5,15,0,,0,0,0,2,60,0,5,,10,8,2,3,,,,,,,,,,
8/7/24,8,D late,90,5,5,0,,0,0,5,10,15,0,10,,10,8,5,21,,,,,,,,,,
9/19/24,1,A early,90,10,10,0,,10,0,0,0,75,0,0,,16,14,14,14,,,,,,,,,,
9/19/24,1,B full,90,10,10,0,,10,0,0,0,0,0,0,,33,17,12,24,,,,,,,,,,
9/19/24,1,C control,95,10,5,0,,5,0,0,0,50,3,0,,20,19,9,20,,,,,,,,,,
9/19/24,1,D late,95,15,5,0,,5,0,0,0,0,0,0,,21,22,30,17,,,,,,,,,,
9/19/24,2,A late,95,5,0,0,,0,0,0,50,0,0,5,,27,16,10,16,,,,,,,,,,
9/19/24,2,B control,90,10,0,0,,0,5,0,50,0,0,5,,25,20,15,12,,,,,,,,,,
9/19/24,2,C full,95,10,0,0,,0,0,0,50,0,0,0,,25,20,15,12,,,,,,,,,,
9/19/24,2,D early,90,10,0,0,,0,0,5,50,0,0,5,,11,20,14,23,,,,,,,,,,
9/19/24,3,A control,80,10,5,0,,0,5,15,25,1,0,5,,9,4,4,5,,,,,,,,,,
9/19/24,3,B early,60,20,5,0,,0,0,15,40,0,0,0,,5,22,10,10,,,,,,,,,,
9/19/24,3,C late,75,5,5,0,,0,5,10,20,0,0,10,,10,10,12,18,,,,,,,,,,
9/19/24,3,D full,80,15,5,0,,0,5,5,30,0,0,10,,12,0,28,3,,,,,,,,,,
9/19/24,4,A late,98,10,2,0,,0,0,0,0,10,0,1,,20,17,23,9,,,,,,,,,,
9/19/24,4,B full,95,5,5,0,,0,0,0,0,0,0,2,,10,21,14,16,,,,,,,,,,
9/19/24,4,C control,95,15,5,0,,0,0,0,0,5,0,1,,30,10,8,11,,,,,,,,,,
9/19/24,4,D early,90,20,5,0,,0,0,0,0,5,0,0,,20,16,24,17,,,,,,,,,,
9/19/24,5,A control,90,15,2,0,,0,10,0,60,40,0,0,,9,5,8,16,,,,,,,,,,
9/19/24,5,B late,95,10,3,0,,0,2,0,30,10,0,0,,23,12,12,24,,,,,,,,,,
9/19/24,5,C early,90,20,5,0,,0,10,5,50,10,0,0,,19,21,16,3,,,,,,,,,,
9/19/24,5,D full,90,20,0,0,,0,3,5,50,0,0,5,,10,17,16,13,,,,,,,,,,
9/19/24,6,A control,100,5,0,0,,0,0,0,3,1,0,0,,11,16,36,9,,,,,,,,,,
9/19/24,6,B early,90,5,0,0,,0,10,0,3,5,0,0,,12,21,7,14,,,,,,,,,,
9/19/24,6,C late,95,10,5,0,,0,0,3,10,0,0,0,,13,18,12,21,,,,,,,,,,
9/19/24,6,D full,95,10,0,0,,0,0,0,3,0,0,0,,16,10,15,14,,,,,,,,,,
9/19/24,7,A late,95,10,5,0,,0,0,0,0,5,0,0,,18,43,16,32,,,,,,,,,,
9/19/24,7,B full,95,5,5,0,,0,0,0,0,40,1,0,,14,15,2,16,,,,,,,,,,
9/19/24,7,C control,85,5,5,0,,0,20,0,0,40,1,0,,14,15,2,16,,,,,,,,,,
9/19/24,7,D early,90,5,3,0,,0,5,0,0,15,0,0,,6,21,19,17,,,,,,,,,,
9/19/24,9,A control,95,10,2,0,,1,0,0,0,30,0,0,,7,2,18,20,,,,,,,,,,
9/19/24,9,B late,95,5,0,0,,0,2,0,0,20,0,3,,12,9,20,5,,,,,,,,,,
9/19/24,9,C early,98,5,2,0,,1,0,0,0,30,0,0,,4,32,35,12,,,,,,,,,,
9/19/24,9,D full,95,5,0,0,,0,0,0,0,0,0,5,,32,19,8,8,,,,,,,,,,
9/19/24,8,A early,80,5,0,0,,0,10,5,5,50,0,10,,5,14,0,13,,,,,,,,,,
9/19/24,8,B full,90,10,0,0,,0,5,5,10,0,0,10,,11,0,13,17,,,,,,,,,,
9/19/24,8,C control,85,5,10,0,,0,0,0,2,50,1,10,,8,2,5,20,,,,,,,,,,
9/19/24,8,D late,85,10,5,0,,0,0,2,5,10,0,10,,11,5,20,14,,,,,,,,,,
8/5/25,2,A late,95,40,5,0,,0,0,0,25,0,0,5,,12,28,43,29,,,,,,,,,,
8/5/25,2,B control,95,30,0,0,,0,0,5,40,0,0,0,,32,29,22,20,,,,,,,,,,
8/5/25,2,C full,100,30,5,0,,0,0,0,35,0,0,0,,30,22,17,15,,,,,,,,,,
8/5/25,2,D early,95,40,0,0,,0,0,3,30,0,0,5,,25,19,22,27,,,,,,,,,,
8/5/25,1,A early,90,10,10,0,,10,0,0,0,0,0,0,,30,35,45,28,,,,,,,,,,gopher
8/5/25,1,B full,90,5,10,0,,5,0,0,0,0,0,0,,17,13,35,20,,,,,,,,,,gopher
8/5/25,1,C control,90,10,0,0,,0,0,0,0,0,0,0,,25,27,33,25,,,,,,,,,,
8/5/25,1,D late,100,10,2,0,,0,0,0,0,0,0,0,,45,36,28,40,,,,,,,,,,
8/5/25,3,A control,80,0,0,0,,0,2,15,20,0,0,10,,20,14,1,12,,,,,,,,,,
8/5/25,3,B early,90,0,0,0,,0,0,8,20,0,0,2,,7,13,3,8,,,,,,,,,,signs of hoof punch
8/5/25,3,C late,80,0,0,0,,0,5,10,30,0,0,5,,15,10,6,14,,,,,,,,,,
8/5/25,3,D full,80,0,0,0,,0,5,10,15,0,0,5,,24,11,0,12,,,,,,,,,,
8/5/25,4,A late,95,20,0,0,,0,0,3,0,10,0,1,,20,18,33,21,,,,,,,,,,
8/5/25,4,B full,95,15,0,0,,0,1,1,0,0,0,1,,25,22,27,27,,,,,,,,,,
8/5/25,4,C control,95,30,2,0,,0,0,5,0,15,0,0,,26,26,20,12,,,,,,,,,,potential hoof punch
8/5/25,4,D early,95,30,2,0,,0,0,0,0,0,0,5,,10,17,12,18,,,,,,,,,,
8/5/25,5,A control,85,20,0,0,,0,10,10,60,40,0,0,,8,18,26,9,,,,,,,,,,
8/5/25,5,B late,95,30,2,0,,0,5,0,30,50,0,1,,24,3,8,17,,,,,,,,,,
8/5/25,5,C early,95,30,0,0,,0,5,2,60,0,0,0,,25,19,15,33,,,,,,,,,,
8/5/25,5,D full,90,40,0,0,,0,2,5,50,0,0,5,,16,23,16,16,,,,,,,,,,
8/5/25,6,A control,75,70,5,5,,0,0,0,1,0,0,0,,22,20,27,16,,,,,,,,,,trampling
8/5/25,6,B early,90,50,0,0,,0,10,0,5,0,0,0,,19,42,28,26,,,,,,,,,,
8/5/25,6,C late,95,50,0,0,,0,5,5,12,0,0,0,,17,28,20,15,,,,,,,,,,
8/5/25,6,D full,100,50,2,0,,0,3,0,5,0,0,0,,20,20,14,19,,,,,,,,,,
8/5/25,9,A control,90,10,5,1,,0,0,0,0,50,0,0,,5,0,20,16,,,,,,,,,,trampling
8/5/25,9,B late,90,10,5,0,,0,5,0,0,10,0,0,,10,8,12,21,,,,,,,,,,block 9 was set up incorrectly (already on late when arrived) and polyline was not connected to the charger
8/5/25,9,C early,95,10,0,0,,0,0,0,0,50,0,0,,12,6,15,7,,,,,,,,,,
8/5/25,9,D full,95,30,5,0,,0,0,0,0,5,1,2,,15,18,5,6,,,,,,,,,,heavy grazing and poop nearby plot 9
8/5/25,8,A early,95,20,0,0,,0,5,8,10,0,0,2,,16,18,8,8,,,,,,,,,,
8/5/25,8,B full,90,15,0,0,,0,5,10,10,0,0,10,,15,26,12,5,,,,,,,,,,
8/5/25,8,C control,80,10,5,0,,0,0,0,5,80,0,5,,14,22,2,11,,,,,,,,,,
8/5/25,8,D late,80,10,10,0,,0,0,10,8,10,0,10,,3,23,10,13,,,,,,,,,,
8/5/25,7,A late,90,5,0,0,,0,0,0,0,70,1,0,,10,14,9,5,,,,,,,,,,
8/5/25,7,B full,100,0,0,0,,0,0,0,0,0,0,0,,52,36,24,43,,,,,,,,,,trampling
8/5/25,7,C control,90,0,5,0,,0,0,0,0,60,0,15,,10,16,5,7,,,,,,,,,,
8/5/25,7,D early,95,2,0,0,,0,0,0,0,0,0,10,,35,37,26,65,,,,,,,,,,
9/14/25,1,A early,75,20,20,10,,1,0,0,0,90,3,0,,6,11,19,2,,,,,,,,,,recent rain the week before this data was collected
9/14/25,1,B full,90,20,10,0,,1,0,0,0,0,0,0,,17,15,39,75,,,,,,,,,,
9/14/25,1,C control,80,10,10,20,,5,0,0,0,90,1,0,,4,11,2,20,,,,,,,,,,
9/14/25,1,D late,100,10,5,5,,5,0,0,0,0,0,0,,19,59,37,38,,,,,,,,,,
9/14/25,2,A late,95,35,2,0,,0,,0,25,2,0,0,,45,20,26,12,,,,,,,,,,
9/14/25,2,B control,95,25,0,10,,0,0,5,50,10,0,0,,28,14,21,37,,,,,,,,,,
9/14/25,2,C full,95,40,2,0,,0,0,2,60,0,0,0,,33,22,27,18,,,,,,,,,,
9/14/25,2,D early,90,10,2,5,,0,0,5,50,10,0,5,,25,18,28,14,,,,,,,,,,
9/14/25,3,A control,75,5,2,0,,0,0,20,25,0,0,10,,0,10,19,0,,,,,,,,,,
9/14/25,3,B early,60,60,5,0,,0,0,10,50,0,0,5,,4,12,4,5,,,,,,,,,,
9/14/25,3,C late,75,10,5,0,,0,5,10,25,0,0,5,,11,13,6,17,,,,,,,,,,
9/14/25,3,D full,70,30,15,0,,0,5,5,20,0,0,3,,16,21,15,6,,,,,,,,,,
9/14/25,4,A late,95,50,2,3,,0,0,0,0,5,0,1,,7,23,27,12,,,,,,,,,,heavy grazing and trampling near block 4
9/14/25,4,B full,95,40,5,0,,0,0,0,0,0,0,1,,19,31,20,20,,,,,,,,,,
9/14/25,4,C control,90,70,5,10,,0,0,0,0,50,0,0,,12,16,18,6,,,,,,,,,,
9/14/25,4,D early,90,25,5,0,,0,0,0,0,70,0,0,,14,3,7,11,,,,,,,,,,
9/14/25,5,A control,85,10,5,5,,0,5,3,50,50,1,0,,3,18,0,6,,,,,,,,,,
9/14/25,5,B late,90,60,5,3,,0,2,0,15,30,0,0,,13,5,14,22,,,,,,,,,,
9/14/25,5,C early,85,80,0,1,,0,5,5,50,40,0,0,,4,6,7,14,,,,,,,,,,
9/14/25,5,D full,90,60,2,0,,0,3,5,25,0,0,2,,7,23,11,8,,,,,,,,,,
9/14/25,6,A control,80,60,5,10,,0,0,0,1,10,0,0,,29,32,25,18,,,,,,,,,,
9/14/25,6,B early,95,60,5,0,,0,5,0,5,0,0,0,,23,45,24,14,,,,,,,,,,
9/14/25,6,C late,90,50,2,5,,0,5,2,10,0,0,0,,32,27,15,10,,,,,,,,,,
9/14/25,6,D full,95,70,0,0,,0,3,0,2,0,0,0,,26,15,19,31,,,,,,,,,,
9/14/25,9,A control,90,30,5,2,,0,0,0,0,80,1,0,,14,2,7,6,,,,,,,,,,
9/14/25,9,B late,90,10,5,2,,0,0,0,0,20,1,3,,7,7,11,9,,,,,,,,,,Old cowpies 
9/14/25,9,C early,90,10,2,2,,0,0,0,0,20,0,0,,10,11,18,10,,,,,,,,,,
9/14/25,9,D full,95,40,0,5,,0,0,0,0,0,1,2,,11,15,8,20,,,,,,,,,,Old cowpies 
9/14/25,8,A early,90,5,1,10,,0,5,5,8,80,0,5,,5,3,18,17,,,,,,,,,,
9/14/25,8,B full,90,5,1,0,,0,0,10,20,5,0,8,,18,12,8,29,,,,,,,,,,
9/14/25,8,C control,80,5,5,5,,0,2,0,2,85,1,10,,8,0,5,9,,,,,,,,,,
9/14/25,8,D late,80,15,5,2,,0,0,15,10,20,0,10,,2,10,22,24,,,,,,,,,,
9/14/25,7,A late,90,10,2,10,,0,0,0,0,80,1,0,,10,6,9,8,,,,,,,,,,
9/14/25,7,B full,95,40,3,0,,5,0,0,0,0,0,0,,42,16,38,37,,,,,,,,,,
9/14/25,7,C control,90,20,5,5,,0,20,0,0,90,1,0,,11,5,7,18,,,,,,,,,,
9/14/25,7,D early,95,20,5,10,,0,5,0,0,0,1,0,,34,26,60,42,,,,,,,,,,
8/12/26,1,A early,75,20,15,0,0,0,0,0,0,0,1,0,0,35,21,23,33,,,,,20,56,64,0,0,
8/12/26,1,B full,90,40,10,0,0,5,0,0,0,0,1,0,0,27,46,31,34,,,,,23,88,160,0,0,
8/12/26,1,C control,90,30,10,3,0,2,0,0,0,0,0,0,0,18,26,12,16,,,,,15,96,44,0,0,
8/12/26,1,D late,85,80,5,2,1,2,0,0,0,0,0,0,0,36,30,55,16,,,,,27,32,56,0,0,
8/12/26,2,A late,95,80,0,0,0,0,0,1,30,0,0,5,0,25,17,22,16,,,,surface,18,8,60,8,70,
8/12/26,2,B control,90,60,0,0,0,0,0,5,50,0,0,2,0,24,30,13,22,,,,small discharge,20,10,160,13,100,
8/12/26,2,C full,90,70,5,0,0,0,0,5,50,0,0,0,0,18,24,19,22,,,,surface,18,18,10,31,30,
8/12/26,2,D early,85,70,5,0,0,0,0,5,30,0,0,5,0,24,23,31,28,,,,small discharge,20,313,30,50,,
8/12/26,3,A control,50,15,40,5,0,0,0,5,15,0,0,5,0,20,5,8,13,,,,surface,11,0,8,0,40,
8/12/26,3,B early,70,50,10,0,0,0,5,10,25,0,0,3,0,14,14,13,18,,,,surface,18,3,6,3,200,
8/12/26,3,D full,50,50,40,0,0,0,5,5,15,0,0,5,0,17,23,18,10,,,,surface,16,10,20,7,100,
8/12/26,3,C late,50,30,20,0,0,0,5,10,15,0,0,5,0,5,15,23,14,,,,surface,9,16,20,12,80,
8/12/26,4,A late,90,80,5,0,3,0,0,0,0,0,0,3,0,19,21,25,13,,26,10,,12,7,5,0,0,hoof punch like depressions in this block seem old and dry
8/12/26,4,B full,90,90,0,0,2,0,0,0,0,0,0,2,0,22,20,34,31,,12,2,,35,1,5,0,0,
8/12/26,4,C control,90,90,5,0,10,0,0,0,0,0,0,0,0,22,24,11,20,,15,10,,32,2,3,0,0,
8/12/26,4,D early,95,85,3,0,2,0,0,0,0,0,0,0,0,15,10,44,12,,11,2,,40,40,25,0,0,
8/12/26,5,A control,80,20,5,2,15,0,10,5,50,10,0,0,2,23,4,0,8,,15,20,surface,11,8,5,6,300,standing water in hoof punch
8/12/26,5,B late,90,50,5,5,2,0,3,1,15,5,0,0,0,19,14,27,22,,8,5,surface,12,3,11,0,120,
8/12/26,5,D full,90,80,5,0,0,0,2,10,20,0,0,3,0,11,13,12,12,,,,surface,19,4,4,6,200,water was moving earlier in the year
8/12/26,5,C early,85,75,10,0,0,0,5,5,50,0,0,0,0,19,15,20,37,,,,surface,21,3,1,8,180,water was moving earlier in the year
7/24/26,6,B early,90,60,0,0,0,0,10,0,2,0,0,0,0,37,40,27,30,,,,,33,16,48,0,0,
7/24/26,6,D full,80,60,0,0,0,0,5,0,1,0,0,0,0,23,24,18,16,,,,,19,42,16,0,0,
7/24/26,6,A control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Block 6 was incorrectly “fixed” and all four plots were fenced at the early season. Did not collect data for late and control plots
7/24/26,6,C late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,Block 6 was incorrectly “fixed” and all four plots were fenced at the early season. Did not collect data for late and control plots
7/24/26,7,A late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Block 7 Plot A covered by down tree, data not collected"
7/24/26,7,B full,90,50,5,0,0,0,0,0,0,0,0,0,0,17,41,26,32,,,,,34,43,25,0,0,Block 7 Plot B only 1/2 a plot because of downed tree
7/24/26,7,C control,85,30,2,0,0,0,15,0,0,0,0,0,0,37,28,55,42,,,,,55,55,12,0,0,
7/24/26,7,D early,90,30,2,0,0,0,10,0,0,0,0,0,0,50,21,20,32,,,,,24,6,24,0,0,
7/24/26,8,A early,85,5,5,0,0,0,3,5,10,0,0,10,0,22,15,48,20,,,,small discharge,21,59,17,0,16,water discharge/stream
7/24/26,8,B full,75,40,5,0,0,0,0,10,15,0,0,10,0,17,16,8,24,,,,small discharge,14,13,27,8,100,water discharge/stream
7/24/26,8,D late,80,40,5,5,0,0,0,15,10,15,0,5,0,22,3,7,24,,,,small discharge,13,22,48,1,28,water discharge/stream
7/24/26,8,C control,70,10,10,2,0,0,0,0,1,10,0,5,0,20,0,0,16,,,,,4,4,7,0,0,
7/24/26,9,A control,95,5,2,2,0,0,2,0,0,2,1,0,0,14,45,18,43,,,,,35,29,76,0,0,
7/24/26,9,B late,85,5,10,2,0,0,0,0,0,2,1,5,0,23,17,50,12,,,,,22,47,60,0,0,
7/24/26,9,C early,90,15,5,0,0,0,0,0,0,0,0,3,0,27,33,24,23,,,,,40,13,56,0,0,
7/24/26,9,D full,75,50,0,0,0,0,1,0,0,0,0,2,0,38,26,24,45,,,,,36,24,28,0,0,
8/31/26,1,A early,80,15,15,10,0,0,0,0,0,60,4,0,0,23,16,17,15,,,,,20,25,84,0,0,
8/31/26,1,B full,85,20,10,0,0,2,0,0,0,0,0,0,0,24,24,46,9,,,,,23,104,200,0,0,
8/31/26,1,C control,85,5,10,30,0,0,0,0,0,30,4,0,0,10,22,26,11,,,,,20,20,16,0,0,
8/31/26,1,D late,90,10,5,5,0,5,0,0,0,0,0,0,0,24,18,27,65,,,,,20,14,100,0,0,
8/31/26,2,A late,90,60,2,0,0,0,0,2,15,0,0,2,0,40,28,36,32,,,,surface,33,2,11,20,20,
8/31/26,2,B control,90,40,0,2,1,0,0,5,50,2,0,2,0,24,27,16,26,,10,3,small discharge,22,3,32,40,50,
8/31/26,2,D early,90,60,2,0,0,0,0,3,50,0,0,5,0,24,38,37,26,,,,small discharge,25,6,18,70,40,
8/31/26,2,C full,90,70,0,0,0,0,0,5,50,0,0,1,0,43,25,23,32,,,,surface,20,14,40,40,80,
8/31/26,3,A control,70,10,5,0,0,0,0,30,10,0,0,5,0,0,23,11,23,,,,surface,6,0,31,0,100,
8/31/26,3,B early,60,30,10,0,1,0,2,5,15,3,0,5,0,8,12,2,10,,15,8,surface,6,1,8,1,200,
8/31/26,3,C late,70,10,10,0,0,0,5,10,10,0,0,5,0,23,13,16,18,,,,surface,9,12,60,2,120,
8/31/26,3,D full,60,20,15,0,0,0,3,3,15,0,0,10,0,14,15,25,12,,,,surface,18,3,30,3,200,
8/31/26,4,A late,85,70,3,0,0,0,0,0,0,0,0,1,0,16,19,33,13,,,,,18,45,0,0,0,
8/31/26,4,B full,95,50,0,0,0,0,0,0,0,0,0,1,0,35,30,34,24,,,,,35,5,0,0,0,
8/31/26,4,C control,90,50,3,0,3,0,0,0,0,0,0,0,0,23,27,38,22,,30,7,,22,2,13,0,0,
8/31/26,4,D early,90,20,5,0,0,0,0,0,0,0,0,0,0,15,22,27,18,,,,,25,8,44,0,0,
8/31/26,5,A control,85,10,5,0,10,0,10,2,50,20,0,0,5,13,4,15,16,,21,10,surface,6,1,2,3,200,water still in hoof punch wells
8/31/26,5,B late,90,50,0,0,0,0,2,0,5,2,0,0,0,15,4,26,19,,,,,10,0,24,2,50,
8/31/26,5,C early,85,15,2,0,10,0,3,5,50,10,0,1,0,28,27,13,22,,16,9,surface,15,6,10,6,200,
8/31/26,5,D full,85,30,2,0,0,0,5,10,30,0,0,5,0,15,20,31,9,,,,surface and small discharge,26,2,7,8,200,
8/31/26,6,A control,95,20,5,5,0,0,0,0,1,0,0,0,0,33,15,28,18,,,,,25,44,92,0,0,
8/31/26,6,B early,95,20,0,0,0,0,5,0,2,0,0,0,0,34,29,26,33,,,,,23,100,48,0,8,
8/31/26,6,C late,95,40,0,0,0,0,10,1,5,0,0,0,0,21,31,26,12,,,,surface,24,10,68,8,50,
8/31/26,6,D full,95,15,5,0,0,0,2,0,1,0,0,0,0,33,18,29,17,,,,,18,70,28,0,1,
8/31/26,7,B full,95,60,0,0,0,1,15,0,0,0,0,0,0,28,23,28,42,,,,,25,25,120,0,0,
8/31/26,7,C control,90,5,1,10,0,0,20,0,0,60,4,0,0,24,19,24,14,,,,,20,8,7,0,0,
8/31/26,7,D early,80,25,15,20,10,0,10,0,0,40,0,0,0,15,13,19,16,,7,4,,17,11,40,0,0,
8/31/26,7,A late,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,
8/31/26,8,A early,80,10,2,2,0,0,5,5,8,80,0,10,0,31,26,28,5,,,,small discharge,5,8,0,0,0,
8/31/26,8,B full,90,50,5,0,0,0,3,5,10,0,0,10,0,25,15,17,22,,,,small discharge,10,19,20,7,40,
8/31/26,8,C control,85,5,5,2,0,0,0,0,2,30,0,10,0,9,8,10,21,,,,,5,1,7,0,0,
8/31/26,8,D late,90,20,5,2,0,0,1,5,10,5,0,10,0,36,30,25,23,,,,small discharge,10,33,7,0,30,
8/31/26,9,A control,90,5,10,20,0,0,0,0,0,40,2,0,0,14,20,24,15,,,,,19,24,2,0,0,
8/31/26,9,B late,90,10,5,0,0,0,0,0,0,0,0,3,0,19,20,22,33,,,,,20,28,100,0,0,
